station_key,canonical_station_name,first_financial_year,last_financial_year,year_count,financial_years,eligible_year_count,all_file_names
rockdale3311kv,Rockdale 33_11kV,2015,2023,8,2015;2016;2017;2018;2019;2020;2021;2023,4,Rockdale 33_11kV
strathfieldsouth13211kv,Strathfield South 132_11kV,2018,2025,8,2018;2019;2020;2021;2022;2023;2024;2025,4,Strathfield South 132_11kV
belmorepark13211kv,Belmore Park 132_11kV,2016,2025,9,2016;2017;2018;2019;2020;2021;2023;2024;2025,3,Belmore Park 132_11kV
broadmeadow3311kv,Broadmeadow 33_11kV,2015,2023,8,2015;2016;2017;2018;2019;2020;2021;2023,3,Broadmeadow 33_11kV
crowsnest3311kv,Crows Nest 33_11kV,2015,2023,8,2015;2016;2017;2018;2019;2020;2021;2023,3,Crows Nest 33_11kV
toronto3311kv,Toronto 33_11kV,2015,2023,8,2015;2016;2017;2018;2019;2020;2021;2023,3,Toronto 33_11kV
cessnock3311kv,Cessnock 33_11kV,2015,2023,8,2015;2016;2017;2018;2019;2020;2021;2023,2,Cessnock 33_11kV
northsydney3311kv,North Sydney 33_11kV,2015,2023,8,2015;2016;2017;2018;2019;2020;2021;2023,2,North Sydney 33_11kV
rosebay3311kv,Rose Bay 33_11kV,2015,2021,7,2015;2016;2017;2018;2019;2020;2021,2,Rose Bay 33_11kV
summerhill3311kv,Summer Hill 33_11kV,2018,2025,7,2018;2019;2020;2021;2023;2024;2025,2,Summer Hill 33_11kV
greenacre13211kv,Greenacre 132_11kV,2018,2025,7,2018;2019;2020;2021;2023;2024;2025,1,Greenacre 132_11kV
hurstvillenorth3311kv,Hurstville North 33_11kV,2015,2021,7,2015;2016;2017;2018;2019;2020;2021,1,Hurstville North 33_11kV
carrington3311kv,Carrington 33_11kV,2017,2023,6,2017;2018;2019;2020;2021;2023,1,Carrington 33_11kV
eastmaitland3311kv,East Maitland 33_11kV,2015,2020,6,2015;2016;2017;2018;2019;2020,1,East Maitland 33_11kV
waverley3311kv,Waverley 33_11kV,2015,2021,6,2015;2017;2018;2019;2020;2021,1,Waverley 33_11kV
wamberal6611kv,Wamberal 66_11kV,2015,2023,8,2015;2016;2017;2018;2019;2020;2021;2023,0,Wamberal 66_11kV
wallalong3311kv,Wallalong 33_11kV,2015,2020,6,2015;2016;2017;2018;2019;2020,0,Wallalong 33_11kV
aberdeen3311kv,Aberdeen 33_11kV,2015,2020,5,2015;2017;2018;2019;2020,0,Aberdeen 33_11kV
cityeast13211kv,City East 132_11kV,2017,2021,5,2017;2018;2019;2020;2021,0,City East 132_11kV
citynorth3311kv,City North 33_11kV,2017,2021,5,2017;2018;2019;2020;2021,0,City North 33_11kV
mayfield3311kv,Mayfield 33_11kV,2015,2020,5,2015;2017;2018;2019;2020,0,Mayfield 33_11kV
rathmines13211kvtemp,Rathmines 132_11kV Temp,2015,2020,5,2015;2017;2018;2019;2020,0,Rathmines 132_11kV Temp
adamstown3311kv,Adamstown 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Adamstown 33_11kV
balgowlah3311kv,Balgowlah 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Balgowlah 33_11kV
boolaroo3311kv,Boolaroo 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Boolaroo 33_11kV
charlestown3311kv,Charlestown 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Charlestown 33_11kV
dudley3311kv,Dudley 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Dudley 33_11kV
kurnell3311kv,Kurnell 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Kurnell 33_11kV
kurnell3363kv,Kurnell 33_6.3kV,2017,2020,4,2017;2018;2019;2020,0,Kurnell 33_6.3kV
kurri3311kv,Kurri 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Kurri 33_11kV
lakemunmorah3311kv,Lake Munmorah 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Lake Munmorah 33_11kV
longjetty3311kv,Long Jetty 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Long Jetty 33_11kV
maitlandcentral3311kv,Maitland Central 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Maitland Central 33_11kV
morisset3311kvtemp,Morisset 33_11kV Temp,2017,2020,4,2017;2018;2019;2020,0,Morisset 33_11kV Temp
northryde6611kv,North Ryde 66_11kV,2017,2020,4,2017;2018;2019;2020,0,North Ryde 66_11kV
padstow3311kv,Padstow 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Padstow 33_11kV
randwick3311kv,Randwick 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Randwick 33_11kV
raymondterrace3311kv,Raymond Terrace 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Raymond Terrace 33_11kV
saltash3311kv,Salt Ash 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Salt Ash 33_11kV
shortland3311kv,Shortland 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Shortland 33_11kV
wallsend3311kv,Wallsend 33_11kV,2017,2020,4,2017;2018;2019;2020,0,Wallsend 33_11kV
